identifier,name,legality,keywords,text,rarity,image,pitch value,life,intellect,attack,defense,cost,stats,id,language,flavour,set,finish,edition,sku,number,set.id,set.name,set.released,set.browseable,set.draftable,set.0
spectral-rider-red,Spectral Rider,[],"['illusionist', 'action', 'attack']","When you play Spectral Rider, if you control a Spectral Shield, this gains **overpower**. *(This can't be defended by more than 1 action card.)*

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN227-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,8.0,3.0,3.0,,12896,en,,Dynasty,Rainbow Foil,{},DYN227-RF,227,dyn,Dynasty,2022-11-11,True,,
spectral-rider-red,Spectral Rider,[],"['illusionist', 'action', 'attack']","When you play Spectral Rider, if you control a Spectral Shield, this gains **overpower**. *(This can't be defended by more than 1 action card.)*

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN227-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,8.0,3.0,3.0,,13134,en,,Dynasty,Regular,{},DYN227,227,dyn,Dynasty,2022-11-11,True,,
spectral-rider-yellow,Spectral Rider,[],"['illusionist', 'action', 'attack']","When you play Spectral Rider, if you control a Spectral Shield, this gains **overpower**. *(This can't be defended by more than 1 action card.)*

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN228-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,7.0,3.0,3.0,,12897,en,,Dynasty,Rainbow Foil,{},DYN228-RF,228,dyn,Dynasty,2022-11-11,True,,
spectral-rider-yellow,Spectral Rider,[],"['illusionist', 'action', 'attack']","When you play Spectral Rider, if you control a Spectral Shield, this gains **overpower**. *(This can't be defended by more than 1 action card.)*

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN228-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,7.0,3.0,3.0,,13135,en,,Dynasty,Regular,{},DYN228,228,dyn,Dynasty,2022-11-11,True,,
spectral-rider-blue,Spectral Rider,[],"['illusionist', 'action', 'attack']","When you play Spectral Rider, if you control a Spectral Shield, this gains **overpower**. *(This can't be defended by more than 1 action card.)*

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN229-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,6.0,3.0,3.0,,12898,en,,Dynasty,Rainbow Foil,{},DYN229-RF,229,dyn,Dynasty,2022-11-11,True,,
spectral-rider-blue,Spectral Rider,[],"['illusionist', 'action', 'attack']","When you play Spectral Rider, if you control a Spectral Shield, this gains **overpower**. *(This can't be defended by more than 1 action card.)*

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN229-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,6.0,3.0,3.0,,13136,en,,Dynasty,Regular,{},DYN229,229,dyn,Dynasty,2022-11-11,True,,
water-glow-lanterns-red,Water Glow Lanterns,[],"['illusionist', 'action']","Reveal the top card of your deck. If it's red, create a Spectral Shield token.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN230-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,0.0,,12899,en,,Dynasty,Rainbow Foil,{},DYN230-RF,230,dyn,Dynasty,2022-11-11,True,,
water-glow-lanterns-red,Water Glow Lanterns,[],"['illusionist', 'action']","Reveal the top card of your deck. If it's red, create a Spectral Shield token.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN230-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,0.0,,13137,en,,Dynasty,Regular,{},DYN230,230,dyn,Dynasty,2022-11-11,True,,
water-glow-lanterns-yellow,Water Glow Lanterns,[],"['illusionist', 'action']","Reveal the top card of your deck. If it's yellow, create a Spectral Shield token.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN231-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,0.0,,12900,en,,Dynasty,Rainbow Foil,{},DYN231-RF,231,dyn,Dynasty,2022-11-11,True,,
water-glow-lanterns-yellow,Water Glow Lanterns,[],"['illusionist', 'action']","Reveal the top card of your deck. If it's yellow, create a Spectral Shield token.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN231-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,0.0,,13138,en,,Dynasty,Regular,{},DYN231,231,dyn,Dynasty,2022-11-11,True,,
water-glow-lanterns-blue,Water Glow Lanterns,[],"['illusionist', 'action']","Reveal the top card of your deck. If it's blue, create a Spectral Shield token.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN232-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,0.0,,12901,en,,Dynasty,Rainbow Foil,{},DYN232-RF,232,dyn,Dynasty,2022-11-11,True,,
water-glow-lanterns-blue,Water Glow Lanterns,[],"['illusionist', 'action']","Reveal the top card of your deck. If it's blue, create a Spectral Shield token.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN232-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,0.0,,13139,en,,Dynasty,Regular,{},DYN232,232,dyn,Dynasty,2022-11-11,True,,
crown-of-dominion,Crown of Dominion,[],"['generic', 'equipment', 'head']","Your hero is Royal.

When you equip Crown of Dominion, create a Gold token.",Legendary,"https://fabdb2.imgix.net/cards/printings/DYN234-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12642,en,"""I will watch over this Dynasty till my very last breath. Its power, riches, and enemies, I take as my own."" - Emperor, Dracai of Aesir",Dynasty,Cold Foil,{},DYN234-CF,234,dyn,Dynasty,2022-11-11,True,,
crown-of-dominion,Crown of Dominion,[],"['generic', 'equipment', 'head']","Your hero is Royal.

When you equip Crown of Dominion, create a Gold token.",Legendary,"https://fabdb2.imgix.net/cards/printings/DYN234-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12666,en,,Dynasty,Cold Foil Marvel,{},DYN234-MVL,234,dyn,Dynasty,2022-11-11,True,,
crown-of-dominion,Crown of Dominion,[],"['generic', 'equipment', 'head']","Your hero is Royal.

When you equip Crown of Dominion, create a Gold token.",Legendary,"https://fabdb2.imgix.net/cards/printings/DYN234-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12902,en,"""I will watch over this Dynasty till my very last breath. Its power, riches, and enemies, I take as my own."" - Emperor, Dracai of Aesir",Dynasty,Rainbow Foil,{},DYN234-RF,234,dyn,Dynasty,2022-11-11,True,,
crown-of-dominion,Crown of Dominion,[],"['generic', 'equipment', 'head']","Your hero is Royal.

When you equip Crown of Dominion, create a Gold token.",Legendary,"https://fabdb2.imgix.net/cards/printings/DYN234-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],13167,en,,Promo,Cold Foil - Golden,{},FAB111,111,fab,Flesh & Blood Promos,,,,browseable => false
ornate-tessen,Ornate Tessen,[],"['generic', 'equipment', 'off-hand']","**Instant** - [resource], destroy Ornate Tessen: Put a card from your hand on the bottom of your deck. If you do, draw a card.",Rare,"https://fabdb2.imgix.net/cards/printings/DYN235-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12643,en,,Dynasty,Cold Foil,{},DYN235-CF,235,dyn,Dynasty,2022-11-11,True,,
ornate-tessen,Ornate Tessen,[],"['generic', 'equipment', 'off-hand']","**Instant** - [resource], destroy Ornate Tessen: Put a card from your hand on the bottom of your deck. If you do, draw a card.",Rare,"https://fabdb2.imgix.net/cards/printings/DYN235-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12903,en,,Dynasty,Rainbow Foil,{},DYN235-RF,235,dyn,Dynasty,2022-11-11,True,,
ornate-tessen,Ornate Tessen,[],"['generic', 'equipment', 'off-hand']","**Instant** - [resource], destroy Ornate Tessen: Put a card from your hand on the bottom of your deck. If you do, draw a card.",Rare,"https://fabdb2.imgix.net/cards/printings/DYN235-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],13141,en,,Dynasty,Regular,{},DYN235,235,dyn,Dynasty,2022-11-11,True,,
spell-fray-tiara,Spell Fray Tiara,[],"['generic', 'equipment', 'head']","**Spellvoid 1** *(If your hero would be dealt arcane damage, you may destroy Spell Fray Tiara to prevent 1 of that damage.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN236-CF.png?w=400&fit=clip&auto=compress,format",,,,,0.0,,,12644,en,,Dynasty,Cold Foil,{},DYN236-CF,236,dyn,Dynasty,2022-11-11,True,,
spell-fray-tiara,Spell Fray Tiara,[],"['generic', 'equipment', 'head']","**Spellvoid 1** *(If your hero would be dealt arcane damage, you may destroy Spell Fray Tiara to prevent 1 of that damage.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN236-CF.png?w=400&fit=clip&auto=compress,format",,,,,0.0,,,12904,en,,Dynasty,Rainbow Foil,{},DYN236-RF,236,dyn,Dynasty,2022-11-11,True,,
spell-fray-tiara,Spell Fray Tiara,[],"['generic', 'equipment', 'head']","**Spellvoid 1** *(If your hero would be dealt arcane damage, you may destroy Spell Fray Tiara to prevent 1 of that damage.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN236-CF.png?w=400&fit=clip&auto=compress,format",,,,,0.0,,,13142,en,,Dynasty,Regular,{},DYN236,236,dyn,Dynasty,2022-11-11,True,,
imperial-edict,Imperial Edict,[],"['generic', 'action', 'item']","**Legendary** *(You may only have 1 Imperial Edict in your deck.)*

**Action** - Destroy Imperial Edict: Name a card. The named card can't be played until the start of your next turn. If you are Royal, instead each opponent reveals their hand, then name a card. **Go again**",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN240-CF.png?w=400&fit=clip&auto=compress,format",1.0,,,,,1.0,,12648,en,,Dynasty,Cold Foil,{},DYN240-CF,240,dyn,Dynasty,2022-11-11,True,,
imperial-edict,Imperial Edict,[],"['generic', 'action', 'item']","**Legendary** *(You may only have 1 Imperial Edict in your deck.)*

**Action** - Destroy Imperial Edict: Name a card. The named card can't be played until the start of your next turn. If you are Royal, instead each opponent reveals their hand, then name a card. **Go again**",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN240-CF.png?w=400&fit=clip&auto=compress,format",1.0,,,,,1.0,,12908,en,,Dynasty,Rainbow Foil,{},DYN240-RF,240,dyn,Dynasty,2022-11-11,True,,
imperial-edict,Imperial Edict,[],"['generic', 'action', 'item']","**Legendary** *(You may only have 1 Imperial Edict in your deck.)*

**Action** - Destroy Imperial Edict: Name a card. The named card can't be played until the start of your next turn. If you are Royal, instead each opponent reveals their hand, then name a card. **Go again**",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN240-CF.png?w=400&fit=clip&auto=compress,format",1.0,,,,,1.0,,13146,en,,Dynasty,Regular,{},DYN240,240,dyn,Dynasty,2022-11-11,True,,
imperial-ledger,Imperial Ledger,[],"['generic', 'action', 'item']","**Legendary** *(You may only have 1 Imperial Ledger in your deck.)*

**Action** - Shuffle Imperial Ledger into its owner's deck: Create a Copper token. If you are Royal, instead create a Gold token.",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN241-CF.png?w=400&fit=clip&auto=compress,format",1.0,,,,,0.0,,12649,en,,Dynasty,Cold Foil,{},DYN241-CF,241,dyn,Dynasty,2022-11-11,True,,
imperial-ledger,Imperial Ledger,[],"['generic', 'action', 'item']","**Legendary** *(You may only have 1 Imperial Ledger in your deck.)*

**Action** - Shuffle Imperial Ledger into its owner's deck: Create a Copper token. If you are Royal, instead create a Gold token.",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN241-CF.png?w=400&fit=clip&auto=compress,format",1.0,,,,,0.0,,12909,en,,Dynasty,Rainbow Foil,{},DYN241-RF,241,dyn,Dynasty,2022-11-11,True,,
imperial-ledger,Imperial Ledger,[],"['generic', 'action', 'item']","**Legendary** *(You may only have 1 Imperial Ledger in your deck.)*

**Action** - Shuffle Imperial Ledger into its owner's deck: Create a Copper token. If you are Royal, instead create a Gold token.",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN241-CF.png?w=400&fit=clip&auto=compress,format",1.0,,,,,0.0,,13147,en,,Dynasty,Regular,{},DYN241,241,dyn,Dynasty,2022-11-11,True,,
imperial-warhorn,Imperial Warhorn,[],"['generic', 'action', 'item']","**Legendary** *(You may only have 1 Imperial Warhorn in your deck.)*

**Action** - [resource], destroy Imperial Warhorn: Choose any number of heroes. Each of them chooses an ally, aura, item, or landmark permanent they control. Destroy each permanent chosen this way. If you are Royal, instead you choose the permanents.",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN242-CF.png?w=400&fit=clip&auto=compress,format",1.0,,,,,2.0,,12650,en,,Dynasty,Cold Foil,{},DYN242-CF,242,dyn,Dynasty,2022-11-11,True,,
imperial-warhorn,Imperial Warhorn,[],"['generic', 'action', 'item']","**Legendary** *(You may only have 1 Imperial Warhorn in your deck.)*

**Action** - [resource], destroy Imperial Warhorn: Choose any number of heroes. Each of them chooses an ally, aura, item, or landmark permanent they control. Destroy each permanent chosen this way. If you are Royal, instead you choose the permanents.",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN242-CF.png?w=400&fit=clip&auto=compress,format",1.0,,,,,2.0,,12910,en,,Dynasty,Rainbow Foil,{},DYN242-RF,242,dyn,Dynasty,2022-11-11,True,,
imperial-warhorn,Imperial Warhorn,[],"['generic', 'action', 'item']","**Legendary** *(You may only have 1 Imperial Warhorn in your deck.)*

**Action** - [resource], destroy Imperial Warhorn: Choose any number of heroes. Each of them chooses an ally, aura, item, or landmark permanent they control. Destroy each permanent chosen this way. If you are Royal, instead you choose the permanents.",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN242-CF.png?w=400&fit=clip&auto=compress,format",1.0,,,,,2.0,,13148,en,,Dynasty,Regular,{},DYN242,242,dyn,Dynasty,2022-11-11,True,,
gold,Gold,[],"['generic', 'token', 'item']","**Action** - [2 resource], destroy Gold: Draw a card. **Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN243-RF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12911,en,,Dynasty,Rainbow Foil,{},DYN243-RF,243,dyn,Dynasty,2022-11-11,True,,
gold,Gold,[],"['generic', 'token', 'item']","**Action** - [2 resource], destroy Gold: Draw a card. **Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN243-RF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],13149,en,,Dynasty,Regular,{},DYN243,243,dyn,Dynasty,2022-11-11,True,,
ponder,Ponder,[],"['generic', 'token', 'aura']","At the beginning of your end phase, destroy Ponder and draw a card.",Common,"https://fabdb2.imgix.net/cards/printings/DYN244.png?w=400&fit=clip&auto=compress,format",,,,,,,[],13150,en,,Dynasty,Regular,{},DYN244,244,dyn,Dynasty,2022-11-11,True,,
ponder,Ponder,[],"['generic', 'token', 'aura']","At the beginning of your end phase, destroy Ponder and draw a card.",Common,"https://fabdb2.imgix.net/cards/printings/DYN244.png?w=400&fit=clip&auto=compress,format",,,,,,,[],13738,en,,Outsiders,Regular,{},OUT237,237,out,Outsiders,2022-01-22,True,True,
ponder,Ponder,[],"['generic', 'token', 'aura']","At the beginning of your end phase, destroy Ponder and draw a card.",Common,"https://fabdb2.imgix.net/cards/printings/DYN244.png?w=400&fit=clip&auto=compress,format",,,,,,,[],13742,en,,Dynasty,Rainbow foil,{},DYN244-RF,244,dyn,Dynasty,2022-11-11,True,,
ponder,Ponder,[],"['generic', 'token', 'aura']","At the beginning of your end phase, destroy Ponder and draw a card.",Common,"https://fabdb2.imgix.net/cards/printings/DYN244.png?w=400&fit=clip&auto=compress,format",,,,,,,[],14249,en,,Promo,Double-sided Cold Foil,{},LGS127,127,lgs,Local Game Store Promos,,,,browseable => false
ponder,Ponder,[],"['generic', 'token', 'aura']","At the beginning of your end phase, destroy Ponder and draw a card.",Common,"https://fabdb2.imgix.net/cards/printings/DYN244.png?w=400&fit=clip&auto=compress,format",,,,,,,[],14250,en,,Promo,Double-sided Cold Foil,{},LGS128,128,lgs,Local Game Store Promos,,,,browseable => false
spellbane-aegis,Spellbane Aegis,[],"['generic', 'token', 'aura']","**Spellvoid 1** *(If your hero would be dealt arcane damage, you may destroy Spellbane Aegis to prevent 1 of that damage.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN246-RF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12912,en,,Dynasty,Rainbow Foil,{},DYN246-RF,246,dyn,Dynasty,2022-11-11,True,,
spellbane-aegis,Spellbane Aegis,[],"['generic', 'token', 'aura']","**Spellvoid 1** *(If your hero would be dealt arcane damage, you may destroy Spellbane Aegis to prevent 1 of that damage.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN246-RF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],13152,en,,Dynasty,Regular,{},DYN246,246,dyn,Dynasty,2022-11-11,True,,
spellbane-aegis,Spellbane Aegis,[],"['generic', 'token', 'aura']","**Spellvoid 1** *(If your hero would be dealt arcane damage, you may destroy Spellbane Aegis to prevent 1 of that damage.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN246-RF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],14195,en,,Dusk Till Dawn,Regular,{},DTD235,235,dtd,Dusk till Dawn,2023-07-14,True,,
korshem-crossroad-of-elements,"Korshem, Crossroad of Elements",[],"['elemental', 'action', 'landmark']","When you arrive at the **legendary** Korshem, **go again**. Whenever a hero reveals a card, they gain [1 Resource], or gain 1 [Life], or their next attack this day gains +1 [Power], or their next attack action card they defend with this day gains +1 [Defense].

At sunset each day, depart Korshem if no hero gained [Resource], [Life], [Power], or [Defense].",Fabled,"https://fabdb2.imgix.net/cards/printings/ELE000-CF.png?w=400&fit=clip&auto=compress,format",,,,,,1.0,,4022,en,,Tales of Aria,Cold foil,{},ELE000-CF,000,ele,Tales of Aria,2021-09-24,True,True,
