product,rarity,number,market price,listed median
Pulping (Blue),Rare,MON225,$0.16,—
Pulping (Red),Rare,MON223,$1.54,—
Pulping (Yellow),Rare,MON224,$0.19,—
Rally the Rearguard (Blue),Common,MON283,$0.10,—
Rally the Rearguard (Red),Common,MON281,$0.14,—
Rally the Rearguard (Yellow),Common,MON282,$0.12,—
Ravenous Meataxe // Soul Shackle,Token,MON221 // MON186,$0.23,—
Ray of Hope,Common,MON087,$0.05,—
"Raydn, Duskbane",Majestic,MON031,$0.84,—
Rift Bind (Blue),Common,MON176,$0.09,—
Rift Bind (Red),Common,MON174,$0.12,—
Rift Bind (Yellow),Common,MON175,$0.13,—
Rifted Torment (Blue),Common,MON179,$0.08,—
Rifted Torment (Red),Common,MON177,$0.07,—
Rifted Torment (Yellow),Common,MON178,$0.05,—
Rip Through Reality (Blue),Common,MON182,$0.13,—
Rip Through Reality (Red),Common,MON180,$0.08,—
Rip Through Reality (Yellow),Common,MON181,$0.07,—
Rise Above (Blue),Rare,MON259,$0.16,—
Rise Above (Red),Rare,MON257,$0.18,—
Rise Above (Yellow),Rare,MON258,$0.11,—
Rising Solartide (Blue),Common,MON080,$0.15,—
Rising Solartide (Red),Common,MON078,$0.18,—
Rising Solartide (Yellow),Common,MON079,$0.05,—
Rouse the Ancients,Majestic,MON247,$8.95,—
Second Swing (Blue),Common,MON118,$0.15,—
Second Swing (Red),Common,MON116,$0.12,—
Second Swing (Yellow),Common,MON117,$0.09,—
Seeds of Agony (Blue),Common,MON185,$0.15,—
Seeds of Agony (Red),Common,MON183,$0.09,—
Seeds of Agony (Yellow),Common,MON184,$0.10,—
Seek Enlightenment (Blue),Common,MON083,$0.08,—
Seek Enlightenment (Red),Common,MON081,$0.05,—
Seek Enlightenment (Yellow),Common,MON082,$0.09,—
Seek Horizon (Blue),Rare,MON253,$0.13,—
Seek Horizon (Red),Rare,MON251,$0.19,—
Seek Horizon (Yellow),Rare,MON252,$0.21,—
Seeping Shadows (Blue),Rare,MON167,$0.19,—
Seeping Shadows (Red),Rare,MON165,$0.13,—
Seeping Shadows (Yellow),Rare,MON166,$0.16,—
Shadow of Blasmophet,Majestic,MON125,$0.83,—
Shadow of Ursur,Majestic,MON156,$3.07,—
Shadow Puppetry,Majestic,MON193,$12.52,—
Smash with Big Tree (Blue),Common,MON228,$0.10,—
Smash with Big Tree (Red),Common,MON226,$0.06,—
Smash with Big Tree (Yellow),Common,MON227,$0.07,—
Sonata Arcanix,Majestic,MON231,$5.41,—
Soul Food,Majestic,MON064,$2.60,—
Soul Harvest,Rare,MON198,$0.20,—
Soul Reaping,Rare,MON199,$0.21,—
Soul Shackle // Spectral Shield,Token,MON186 // MON104,$0.08,—
Soul Shield,Majestic,MON063,$12.75,—
Spears of Surreality (Blue),Common,MON103,$0.13,—
Spears of Surreality (Red),Common,MON101,$0.19,—
Spears of Surreality (Yellow),Common,MON102,$0.15,—
Spew Shadow (Blue),Common,MON214,$0.04,—
Spew Shadow (Red),Common,MON212,$0.12,—
Spew Shadow (Yellow),Common,MON213,$0.08,—
Spill Blood,Majestic,MON109,$1.09,—
Stony Woottonhog (Blue),Common,MON286,$0.05,—
Stony Woottonhog (Red),Common,MON284,$0.13,—
Stony Woottonhog (Yellow),Common,MON285,$0.05,—
Stubby Hammerers,Common,MON239,$0.14,—
Surging Militia (Blue),Common,MON289,$0.14,—
Surging Militia (Red),Common,MON287,$0.13,—
Surging Militia (Yellow),Common,MON288,$0.15,—
Take Flight (Blue),Common,MON056,$0.17,—
Take Flight (Red),Common,MON054,$0.12,—
Take Flight (Yellow),Common,MON055,$0.09,—
Talisman of Dousing,Common,MON302,$0.24,—
Tear Limb from Limb,Majestic,MON222,$1.06,—
Time Skippers,Common,MON240,$0.15,—
Tome of Divinity,Majestic,MON065,$1.67,—
Tome of Torment,Majestic,MON194,$1.93,—
Tremor of iArathael (Blue),Rare,MON256,$0.17,—
Tremor of iArathael (Red),Rare,MON254,$0.17,—
Tremor of iArathael (Yellow),Rare,MON255,$0.10,—
Unhallowed Rites (Blue),Rare,MON161,$0.11,—
Unhallowed Rites (Red),Rare,MON159,$0.31,—
Unhallowed Rites (Yellow),Rare,MON160,$0.12,—
Unworldly Bellow (Blue),Common,MON152,$0.10,—
Unworldly Bellow (Red),Common,MON150,$0.10,—
Unworldly Bellow (Yellow),Common,MON151,$0.11,—
V of the Vanguard,Rare,MON035,$0.37,—
Valiant Dynamo,Legendary,MON107,$217.96,—
Valiant Thrust (Blue),Rare,MON041,$0.20,—
Valiant Thrust (Red),Rare,MON039,$0.34,—
Valiant Thrust (Yellow),Rare,MON040,$0.21,—
Vestige of Sol,Legendary,MON060,$140.76,—
Vexing Malice (Blue),Rare,MON234,$0.95,—
Vexing Malice (Red),Rare,MON232,$0.30,—
Vexing Malice (Yellow),Rare,MON233,$0.20,—
Void Wraith (Blue),Common,MON211,$0.15,—
Void Wraith (Red),Common,MON209,$0.10,—
Void Wraith (Yellow),Common,MON210,$0.05,—
Warmonger's Recital (Blue),Common,MON301,$0.10,—
Warmonger's Recital (Red),Common,MON299,$0.09,—
Warmonger's Recital (Yellow),Common,MON300,$0.05,—
Wartune Herald (Blue),Common,MON028,$0.14,—
Wartune Herald (Red),Common,MON026,$0.14,—
Wartune Herald (Yellow),Common,MON027,$0.21,—
Writhing Beast Hulk (Blue),Rare,MON131,$0.10,—
Writhing Beast Hulk (Red),Rare,MON129,$0.22,—
Writhing Beast Hulk (Yellow),Rare,MON130,$0.17,—
Yinti Yanti (Blue),Common,MON292,$0.03,—
Yinti Yanti (Red),Common,MON290,$0.05,—
Yinti Yanti (Yellow),Common,MON291,$0.15,—
Zealous Belting (Blue),Common,MON295,$0.15,—
Zealous Belting (Red),Common,MON293,$0.26,—
Zealous Belting (Yellow),Common,MON294,$0.13,—
Absorption Dome,Majestic,CRU104,$1.67,—
Aether Conduit,Rare,CRU160,$0.23,—
Aetherize,Majestic,CRU164,$1.00,—
Anothos,Common,CRU023,$0.92,—
Argh... Smash!,Majestic,CRU009,$1.93,—
Arknight Shard,Fabled,CRU000,"$1,578.54",—
"Azalea, Ace in the Hole",Common,CRU119,$0.29,—
Barraging Big Horn (Blue),Rare,CRU012,$0.15,—
Barraging Big Horn (Red),Rare,CRU010,$0.24,—
Barraging Big Horn (Yellow),Rare,CRU011,$0.25,—
Beast Within,Majestic,CRU007,$7.73,—
"Benji, the Piercing Wind",Rare,CRU047,$0.47,—
Bittering Thorns,Common,CRU072,$0.10,—
Blessing of Serenity (Blue),Common,CRU043,$0.10,—
Blessing of Serenity (Red),Common,CRU041,$0.19,—
Blessing of Serenity (Yellow),Common,CRU042,$0.09,—
Bloodsheath Skeleta,Majestic,CRU141,$5.98,—
"Bravo, Showstopper",Common,CRU022,$0.85,—
Breeze Rider Boots,Majestic,CRU053,$11.31,—
Brutal Assault (Blue),Common,CRU194,$0.11,—
Brutal Assault (Red),Common,CRU192,$0.08,—
Brutal Assault (Yellow),Common,CRU193,$0.17,—
Cash In,Rare,CRU188,$3.38,—
Chain Lightning,Majestic,CRU162,$1.79,—
Chokeslam (Blue),Common,CRU037,$0.38,—
Chokeslam (Red),Common,CRU035,$0.15,—
Chokeslam (Yellow),Common,CRU036,$0.16,—
Cindering Foresight (Blue),Rare,CRU167,$0.16,—
Cindering Foresight (Red),Rare,CRU165,$0.21,—
Cindering Foresight (Yellow),Rare,CRU166,$0.12,—
Cintari Saber,Rare,CRU079,$1.60,—
Cintari Saber (Reverse),Rare,CRU080,$1.04,—
Coax a Commotion,Majestic,CRU180,$6.39,—
Combustible Courier (Blue),Common,CRU111,$1.78,—
Combustible Courier (Red),Common,CRU109,$0.44,—
Combustible Courier (Yellow),Common,CRU110,$0.15,—
Consuming Volition (Blue),Common,CRU150,$0.10,—
Consuming Volition (Red),Common,CRU148,$0.21,—
Consuming Volition (Yellow),Common,CRU149,$0.17,—
Copper,Common,CRU197,$0.21,—
Courage of Bladehold,Majestic,CRU081,$34.26,—
Cracked Bauble,Common,CRU195,$19.99,—
Crane Dance (Blue),Rare,CRU059,$0.35,—
Crane Dance (Red),Rare,CRU057,$0.22,—
Crane Dance (Yellow),Rare,CRU058,$0.17,—
Crater Fist,Majestic,CRU025,$15.43,—
Crucible of Aetherweave,Common,CRU159,$1.99,—
Crush the Weak (Blue),Common,CRU034,$0.16,—
Crush the Weak (Red),Common,CRU032,$0.20,—
Crush the Weak (Yellow),Common,CRU033,$0.08,—
"Dash, Inventor Extraordinaire",Common,CRU098,$0.65,—
Data Doll MKII,Rare,CRU099,$1.11,—
Dauntless (Blue),Rare,CRU087,$0.23,—
Dauntless (Red),Rare,CRU085,$0.19,—
Dauntless (Yellow),Rare,CRU086,$0.14,—
Dawnblade,Common,CRU078,$1.87,—
Death Dealer,Common,CRU120,$3.15,—
Dorinthea Ironsong,Common,CRU076,$1.18,—
Dread Triptych,Majestic,CRU142,$4.42,—
Edge of Autumn,Rare,CRU050,$0.25,—
Emerging Dominance (Blue),Common,CRU040,$0.15,—
Emerging Dominance (Red),Common,CRU038,$0.06,—
Emerging Dominance (Yellow),Common,CRU039,$0.09,—
Feign Death,Majestic,CRU125,$2.52,—
Find Center,Majestic,CRU054,$3.64,—
Flood of Force,Majestic,CRU055,$1.67,—
Flying Kick (Blue),Common,CRU065,$0.11,—
Flying Kick (Red),Common,CRU063,$0.20,—
Flying Kick (Yellow),Common,CRU064,$0.10,—
Foreboding Bolt (Blue),Common,CRU170,$0.11,—
Foreboding Bolt (Red),Common,CRU168,$0.18,—
Foreboding Bolt (Yellow),Common,CRU169,$0.18,—
Fyendal's Spring Tunic,Legendary,CRU178,$272.42,—
Gambler's Gloves,Majestic,CRU179,$17.10,—
Gaze the Ages,Majestic,CRU163,$6.68,—
Gorganian Tome,Majestic,CRU181,$10.79,—
Harmonized Kodachi,Common,CRU048,$5.26,—
Harmonized Kodachi (Reverse),Rare,CRU049,$0.74,—
Heron's Flight,Majestic,CRU056,$1.26,—
High Speed Impact (Blue),Rare,CRU108,$0.73,—
High Speed Impact (Red),Rare,CRU106,$0.90,—
High Speed Impact (Yellow),Rare,CRU107,$0.75,—
Hit and Run (Blue),Common,CRU093,$0.29,—
Hit and Run (Red),Common,CRU091,$0.49,—
Hit and Run (Yellow),Common,CRU092,$0.15,—
Increase the Tension (Blue),Common,CRU137,$0.07,—
Increase the Tension (Red),Common,CRU135,$0.14,—
Increase the Tension (Yellow),Common,CRU136,$0.18,—
"Ira, Crimson Haze",Common,CRU046,$0.41,—
"Kano, Dracai of Aether",Common,CRU158,$0.99,—
"Kassai, Cintari Sellsword",Rare,CRU077,$1.27,—
"Katsu, the Wanderer",Common,CRU045,$1.28,—
"Kavdaen, Trader of Skins",Rare,CRU118,$0.70,—
"Kayo, Berserker Runt",Rare,CRU002,$0.33,—
Lunging Press,Rare,CRU186,$1.26,—
Mandible Claw,Rare,CRU004,$1.04,—
Mandible Claw (Reverse),Rare,CRU005,$0.68,—
Mangle,Majestic,CRU026,$1.23,—
Massacre,Majestic,CRU008,$3.14,—
Mauvrion Skies (Blue),Rare,CRU147,$1.02,—
Mauvrion Skies (Red),Rare,CRU145,$0.35,—
Mauvrion Skies (Yellow),Rare,CRU146,$0.76,—
Meat and Greet (Blue),Common,CRU153,$0.30,—
Meat and Greet (Red),Common,CRU151,$0.19,—
Meat and Greet (Yellow),Common,CRU152,$0.22,—
Meganetic Shockwave,Majestic,CRU103,$15.27,—
Metacarpus Node,Majestic,CRU161,$17.51,—
Nebula Blade,Common,CRU139,$1.93,—
Out for Blood (Blue),Common,CRU090,$0.16,—
Out for Blood (Red),Common,CRU088,$1.50,—
Out for Blood (Yellow),Common,CRU089,$0.07,—
Overblast (Blue),Common,CRU114,$0.19,—
Overblast (Red),Common,CRU112,$0.33,—
Overblast (Yellow),Common,CRU113,$1.00,—
Pathing Helix (Blue),Common,CRU131,$0.19,—
Pathing Helix (Red),Common,CRU129,$0.39,—
Pathing Helix (Yellow),Common,CRU130,$0.17,—
Perch Grapplers,Majestic,CRU122,$17.70,—
Pitfall Trap,Rare,CRU127,$0.55,—
Plasma Barrel Shot,Rare,CRU101,$0.96,—
Plasma Purifier,Majestic,CRU105,$5.10,—
Poison the Tips,Majestic,CRU124,$4.33,—
Predatory Assault (Blue),Common,CRU015,$0.12,—
Predatory Assault (Red),Common,CRU013,$0.30,—
Predatory Assault (Yellow),Common,CRU014,$0.18,—
Promise of Plenty (Blue),Rare,CRU185,$0.17,—
Promise of Plenty (Red),Rare,CRU183,$0.25,—
Promise of Plenty (Yellow),Rare,CRU184,$0.16,—
Push Forward (Blue),Common,CRU096,$0.18,—
Push Forward (Red),Common,CRU094,$0.08,—
Push Forward (Yellow),Common,CRU095,$0.10,—
Quicken,Common,CRU196,$2.66,—
Rattle Bones,Majestic,CRU143,$10.24,—
Reaping Blade,Rare,CRU140,$0.98,—
Red Liner,Rare,CRU121,$0.64,—
Reinforce the Line (Blue),Rare,CRU191,$0.15,—
Reinforce the Line (Red),Rare,CRU189,$1.09,—
Reinforce the Line (Yellow),Rare,CRU190,$0.18,—
Remorseless,Majestic,CRU123,$24.18,—
"Rhinar, Reckless Rampage",Common,CRU001,$3.03,—
Righteous Cleansing,Majestic,CRU027,$1.16,—
Riled Up (Blue),Common,CRU018,$0.16,—
Riled Up (Red),Common,CRU016,$0.15,—
Riled Up (Yellow),Common,CRU017,$0.26,—
Rockslide Trap,Rare,CRU128,$0.70,—
Romping Club,Common,CRU003,$0.81,—
Rousing Aether (Blue),Common,CRU173,$0.27,—
Rousing Aether (Red),Common,CRU171,$0.20,—
Rousing Aether (Yellow),Common,CRU172,$0.08,—
Runeblood Barrier,Majestic,CRU144,$1.16,—
Runechant,Common,CRU157,$2.00,—
Rushing River (Blue),Rare,CRU062,$0.20,—
Rushing River (Red),Rare,CRU060,$0.17,—
Rushing River (Yellow),Rare,CRU061,$0.15,—
Salt the Wound,Common,CRU073,$0.45,—
Seismic Surge,Common,CRU044,$12.70,—
"Shiyana, Diamond Gemini",Legendary,CRU097,"$1,111.99",—
Skullhorn,Majestic,CRU006,$10.82,—
Sledge of Anvilheim,Rare,CRU024,$0.83,—
Sleep Dart (Blue),Common,CRU134,$0.19,—
Sleep Dart (Red),Common,CRU132,$0.25,—
Sleep Dart (Yellow),Common,CRU133,$0.20,—
Snag,Majestic,CRU182,$2.37,—
Snapback (Blue),Common,CRU176,$0.22,—
Snapback (Red),Common,CRU174,$0.90,—
Snapback (Yellow),Common,CRU175,$0.17,—
Soulbead Strike (Blue),Common,CRU068,$0.26,—
Soulbead Strike (Red),Common,CRU066,$0.82,—
Soulbead Strike (Yellow),Common,CRU067,$0.20,—
Spoils of War,Majestic,CRU084,$9.85,—
Springboard Somersault,Rare,CRU187,$0.43,—
Stamp Authority,Majestic,CRU028,$2.27,—
Sutcliffe's Research Notes (Blue),Common,CRU156,$0.10,—
Sutcliffe's Research Notes (Red),Common,CRU154,$0.14,—
Sutcliffe's Research Notes (Yellow),Common,CRU155,$0.16,—
"Swing Fist, Think Later (Blue)",Common,CRU021,$0.18,—
"Swing Fist, Think Later (Red)",Common,CRU019,$0.13,—
"Swing Fist, Think Later (Yellow)",Common,CRU020,$0.10,—
"Talishar, the Lost Prince",Rare,CRU177,$0.55,—
Teklo Plasma Pistol,Common,CRU100,$4.04,—
Teklovossen's Workshop (Blue),Common,CRU117,$0.11,—
Teklovossen's Workshop (Red),Common,CRU115,$0.14,—
Teklovossen's Workshop (Yellow),Common,CRU116,$0.10,—
Torrent of Tempo (Blue),Common,CRU071,$0.09,—
Torrent of Tempo (Red),Common,CRU069,$0.46,—
Torrent of Tempo (Yellow),Common,CRU070,$0.53,—
Towering Titan (Blue),Rare,CRU031,$0.17,—
Towering Titan (Red),Rare,CRU029,$0.09,—
Towering Titan (Yellow),Rare,CRU030,$0.12,—
Tripwire Trap,Rare,CRU126,$0.43,—
Twinning Blade,Majestic,CRU082,$4.66,—
Twinning Blade (Extended Art),Majestic,CRU082,$781.18,—
Unified Decree,Majestic,CRU083,$0.76,—
"Viserai, Rune Blood",Common,CRU138,$0.97,—
Viziertronic Model i,Majestic,CRU102,$14.76,—
Whirling Mist Blossom,Common,CRU074,$0.13,—
Zen State,Rare,CRU075,$0.36,—
Zephyr Needle,Rare,CRU051,$0.99,—
Zephyr Needle (Reverse),Rare,CRU052,$0.58,—
Absorb in Aether (Blue),Rare,ARC125,$0.74,—
Absorb in Aether (Red),Rare,ARC123,$1.00,—
Absorb in Aether (Yellow),Rare,ARC124,$1.00,—
Achilles Accelerator,Common,ARC005,$1.06,—
Aether Flare (Blue),Common,ARC134,$0.42,—
Aether Flare (Red),Common,ARC132,$0.45,—
Aether Flare (Yellow),Common,ARC133,$0.32,—
Aether Sink,Rare,ARC017,$0.80,—
Aether Spindle (Blue),Rare,ARC128,$0.97,—
Aether Spindle (Red),Rare,ARC126,$0.59,—
Aether Spindle (Yellow),Rare,ARC127,$0.95,—
Amplify the Arknight (Blue),Common,ARC096,$0.08,—
Amplify the Arknight (Red),Common,ARC094,$0.50,—
Amplify the Arknight (Yellow),Common,ARC095,$0.95,—
Arcanite Skullcap,Legendary,ARC150,"$1,200.00",—
Arknight Ascendancy,Majestic,ARC080,$11.75,—
Art of War,Majestic,ARC160,$96.80,—
"Azalea // Azalea, Ace in the Hole",Token,ARC039 // ARC038,$2.46,—
Azalea // Crucible of Aetherweave,Token,ARC039 // ARC115,—,—
Azalea // Dash,Token,ARC039 // ARC002,$0.13,—
"Azalea // Dash, Inventor Extraordinaire",Token,ARC039 // ARC001,—,—
Azalea // Death Dealer,Token,ARC039 // ARC040,—,—
Azalea // Kano,Token,ARC039 // ARC114,—,—
"Azalea // Kano, Dracai of Aether",Token,ARC039 // ARC113,—,—
Azalea // Nebula Blade,Token,ARC039 // ARC077,$0.47,—
Azalea // Runechant,Token,ARC039 // ARC112,—,—
Azalea // Teklo Plasma Pistol,Token,ARC039 // ARC003,$0.95,—
Azalea // Viserai,Token,ARC039 // ARC076,—,—
"Azalea // Viserai, Rune Blood",Token,ARC039 // ARC075,—,—
"Azalea, Ace in the Hole // Crucible of Aetherweave",Token,ARC038 // ARC115,—,—
"Azalea, Ace in the Hole // Dash",Token,ARC038 // ARC002,—,—
"Azalea, Ace in the Hole // Dash, Inventor Extraordinaire",Token,ARC038 // ARC001,—,—
"Azalea, Ace in the Hole // Death Dealer",Token,ARC038 // ARC040,—,—
"Azalea, Ace in the Hole // Kano",Token,ARC038 // ARC114,—,—
"Azalea, Ace in the Hole // Kano, Dracai of Aether",Token,ARC038 // ARC113,—,—
"Azalea, Ace in the Hole // Nebula Blade",Token,ARC038 // ARC077,—,—
"Azalea, Ace in the Hole // Runechant",Token,ARC038 // ARC112,—,—
"Azalea, Ace in the Hole // Teklo Plasma Pistol",Token,ARC038 // ARC003,$0.05,—
"Azalea, Ace in the Hole // Viserai",Token,ARC038 // ARC076,—,—
"Azalea, Ace in the Hole // Viserai, Rune Blood",Token,ARC038 // ARC075,—,—
Back Alley Breakline (Blue),Common,ARC178,$0.99,—
Back Alley Breakline (Red),Common,ARC176,$1.00,—
Back Alley Breakline (Yellow),Common,ARC177,$0.07,—
Become the Arknight,Super Rare,ARC083,$5.51,—
Blazing Aether,Majestic,ARC118,$17.17,—
Bloodspill Invocation (Blue),Common,ARC108,$0.74,—
Bloodspill Invocation (Red),Common,ARC106,$0.27,—
Bloodspill Invocation (Yellow),Common,ARC107,$0.25,—
Bracers of Belief,Common,ARC153,$0.67,—
Bull's Eye Bracers,Common,ARC042,$0.92,—
Cadaverous Contraband (Blue),Common,ARC181,$0.50,—
Cadaverous Contraband (Red),Common,ARC179,$0.70,—
Cadaverous Contraband (Yellow),Common,ARC180,$0.95,—
Chains of Eminence,Super Rare,ARC162,$2.70,—
Cognition Nodes,Rare,ARC018,$0.58,—
Come to Fight (Blue),Common,ARC205,$0.25,—
Come to Fight (Red),Common,ARC203,$0.51,—
Come to Fight (Yellow),Common,ARC204,$0.33,—
Command and Conquer,Majestic,ARC159,$166.71,—
Convection Amplifier,Rare,ARC019,$0.73,—
Cracked Bauble,Common,ARC218,$3.63,—
Crown of Dichotomy,Common,ARC079,$0.88,—
Crucible of Aetherweave // Dash,Token,ARC115 // ARC002,$0.95,—
"Crucible of Aetherweave // Dash, Inventor Extraordinaire",Token,ARC115 // ARC001,—,—
Crucible of Aetherweave // Death Dealer,Token,ARC115 // ARC040,—,—
Crucible of Aetherweave // Kano,Token,ARC115 // ARC114,$1.50,—
"Crucible of Aetherweave // Kano, Dracai of Aether",Token,ARC115 // ARC113,—,—
Crucible of Aetherweave // Nebula Blade,Token,ARC115 // ARC077,—,—
Crucible of Aetherweave // Runechant,Token,ARC115 // ARC112,$0.29,—
Crucible of Aetherweave // Teklo Plasma Pistol,Token,ARC115 // ARC003,—,—
Crucible of Aetherweave // Viserai,Token,ARC115 // ARC076,$0.09,—
"Crucible of Aetherweave // Viserai, Rune Blood",Token,ARC115 // ARC075,—,—
"Dash // Dash, Inventor Extraordinaire",Token,ARC002 // ARC001,$3.95,—
Dash // Death Dealer,Token,ARC002 // ARC040,$1.10,—
Dash // Kano,Token,ARC002 // ARC114,—,—
"Dash // Kano, Dracai of Aether",Token,ARC002 // ARC113,—,—
Dash // Nebula Blade,Token,ARC002 // ARC077,—,—
Dash // Runechant,Token,ARC002 // ARC112,—,—
Dash // Teklo Plasma Pistol,Token,ARC002 // ARC003,—,—
Dash // Viserai,Token,ARC002 // ARC076,—,—
"Dash // Viserai, Rune Blood",Token,ARC002 // ARC075,—,—
"Dash, Inventor Extraordinaire // Death Dealer",Token,ARC001 // ARC040,—,—
"Dash, Inventor Extraordinaire // Kano",Token,ARC001 // ARC114,—,—
"Dash, Inventor Extraordinaire // Kano, Dracai of Aether",Token,ARC001 // ARC113,—,—
"Dash, Inventor Extraordinaire // Nebula Blade",Token,ARC001 // ARC113,—,—
"Dash, Inventor Extraordinaire // Runechant",Token,ARC001 // ARC112,—,—
"Dash, Inventor Extraordinaire // Teklo Plasma Pistol",Token,ARC001 // ARC003,—,—
"Dash, Inventor Extraordinaire // Viserai",Token,ARC001 // ARC076,—,—
"Dash, Inventor Extraordinaire // Viserai, Rune Blood",Token,ARC001 // ARC075,—,—
Death Dealer - FAB096,Promo,FAB096,—,—
Death Dealer // Kano,Token,ARC040 // ARC114,—,—
"Death Dealer // Kano, Dracai of Aether",Token,ARC040 // ARC113,—,—
Death Dealer // Nebula Blade,Token,ARC040 // ARC077,—,—
Death Dealer // Runechant,Token,ARC040 // ARC112,$0.45,—
Death Dealer // Teklo Plasma Pistol,Token,ARC040 // ARC003,—,—
Death Dealer // Viserai,Token,ARC040 // ARC076,$0.68,—
"Death Dealer // Viserai, Rune Blood",Token,ARC040 // ARC076,—,—
Dissipation Shield,Common,ARC035,$0.08,—
Drawn to the Dark Dimension (Blue),Common,ARC099,$0.25,—
Drawn to the Dark Dimension (Red),Common,ARC097,$0.72,—
Drawn to the Dark Dimension (Yellow),Common,ARC098,$0.26,—
Eirina's Prayer (Blue),Rare,ARC175,$1.00,—
Eirina's Prayer (Red),Rare,ARC173,$1.46,—
Eirina's Prayer (Yellow),Rare,ARC174,$1.95,—
Enchanting Melody (Blue),Rare,ARC169,$0.95,—
Enchanting Melody (Red),Rare,ARC167,$0.53,—
Enchanting Melody (Yellow),Rare,ARC168,$0.95,—
Endless Arrow,Super Rare,ARC045,$9.50,—
Eye of Ophidia,Fabled,ARC000,$208.95,—
Fate Foreseen (Blue),Common,ARC202,$0.18,—
Fate Foreseen (Red),Common,ARC200,$4.10,—
Fate Foreseen (Yellow),Common,ARC201,$0.59,—
Fervent Forerunner (Blue),Common,ARC184,$0.73,—
Fervent Forerunner (Red),Common,ARC182,$0.09,—
Fervent Forerunner (Yellow),Common,ARC183,$0.50,—
Force Sight (Blue),Common,ARC208,$0.23,—
Force Sight (Red),Common,ARC206,$0.23,—
Force Sight (Yellow),Common,ARC207,$0.99,—
Forked Lightning,Super Rare,ARC120,$2.66,—
Grasp of the Arknight,Legendary,ARC078,"$1,274.99",—
Hamstring Shot (Blue),Common,ARC062,$0.09,—
Hamstring Shot (Red),Common,ARC060,$0.82,—
Hamstring Shot (Yellow),Common,ARC061,$0.36,—
Head Shot (Blue),Common,ARC059,$0.66,—
Head Shot (Red),Common,ARC057,$0.53,—
Head Shot (Yellow),Common,ARC058,$0.40,—
High Octane,Majestic,ARC006,$20.51,—
Hyper Driver,Common,ARC036,$0.40,—
Index (Blue),Common,ARC137,$0.09,—
Index (Red),Common,ARC135,$0.40,—
Index (Yellow),Common,ARC136,$0.07,—
Induction Chamber,Super Rare,ARC010,$8.50,—
"Kano // Kano, Dracai of Aether",Token,ARC114 // ARC113,$3.21,—
